trip_log_id,driver_id,vehicle_id,car_name,current_battery_pct,battery_capacity_kwh,current_speed_kmh,ac_status,route_type,outside_temperature_c,elevation_ahead,driver_efficiency_score,distance_to_destination_km,actual_remaining_range_km
RT_LOG_00694,USR_DRV_05,EV_09,Tata Punch,68.1,40,22.7,0,City,40.4,Downhill,0.76,74,199.9
RT_LOG_00695,USR_DRV_02,EV_09,Tata Punch,26.2,40,26,0,City,14.1,Downhill,0.95,89,99.8
RT_LOG_00696,USR_DRV_09,EV_10,Tata Punch,38.8,40,34.7,0,City,17.6,Flat,0.82,129.6,114.2
RT_LOG_00697,USR_DRV_05,EV_02,Tata Punch,20.3,40,36.7,1,City,10.3,Uphill,0.93,27.4,44.7
RT_LOG_00698,USR_DRV_03,EV_01,MG Windsor,65.3,52.9,78.2,0,Highway,16,Flat,0.8,64.9,233.5
RT_LOG_00699,USR_DRV_07,EV_02,Tata Punch,14.7,40,45.1,0,City,23.2,Downhill,0.82,21.7,47.6
RT_LOG_00700,USR_DRV_08,EV_09,Tata Punch,46.6,40,71.3,0,Highway,38.8,Flat,0.78,144.7,117.9
RT_LOG_00701,USR_DRV_04,EV_09,Tata Punch,68.6,40,27.2,1,City,21.5,Downhill,0.85,118.5,211.6
RT_LOG_00702,USR_DRV_09,EV_03,Tata Punch,80.4,40,113.3,1,Highway,6.5,Uphill,0.99,95,135.3
RT_LOG_00703,USR_DRV_03,EV_01,MG Windsor,15.4,52.9,82.3,1,Highway,36.1,Uphill,1,127.2,42
RT_LOG_00704,USR_DRV_09,EV_05,Mahindra XUV 3XO EV,14.1,39.4,27,1,City,30.8,Flat,0.92,149.8,56.9
RT_LOG_00705,USR_DRV_04,EV_10,Tata Punch,55.4,40,109.8,1,Highway,28.5,Downhill,0.84,40.7,141
RT_LOG_00706,USR_DRV_06,EV_04,MG Windsor,51.4,52.9,70.7,0,Highway,28.9,Flat,0.88,5.6,200.1
RT_LOG_00707,USR_DRV_03,EV_07,MG Windsor,60,52.9,104.3,0,Highway,34.1,Downhill,0.9,83.1,234.4
RT_LOG_00708,USR_DRV_08,EV_02,Tata Punch,41.8,40,107.2,1,Highway,19.3,Downhill,1,23.1,123.3
RT_LOG_00709,USR_DRV_04,EV_08,Mahindra XUV 3XO EV,10.8,39.4,45.3,1,City,12.1,Downhill,0.89,122.2,42.9
RT_LOG_00710,USR_DRV_08,EV_06,Mahindra XUV 3XO EV,13.3,39.4,110.7,0,Highway,5.3,Downhill,0.82,131.1,42
RT_LOG_00711,USR_DRV_08,EV_03,Tata Punch,59.7,40,17.6,0,City,32.6,Flat,0.78,87.6,166
RT_LOG_00712,USR_DRV_09,EV_05,Mahindra XUV 3XO EV,27.3,39.4,54.7,1,City,30.2,Uphill,0.7,66.9,61.4
RT_LOG_00713,USR_DRV_01,EV_06,Mahindra XUV 3XO EV,48.9,39.4,82.3,1,Highway,23.3,Downhill,0.93,133.2,208.2
RT_LOG_00714,USR_DRV_05,EV_07,MG Windsor,57.9,52.9,70.2,0,Highway,17.4,Downhill,0.94,148.6,279.4
RT_LOG_00715,USR_DRV_07,EV_02,Tata Punch,92.5,40,21.6,1,City,7.3,Downhill,0.73,74.6,220.8
RT_LOG_00716,USR_DRV_10,EV_06,Mahindra XUV 3XO EV,85.6,39.4,19.3,0,City,40.5,Flat,0.95,80.4,354.7
RT_LOG_00717,USR_DRV_02,EV_10,Tata Punch,65.8,40,40,0,City,8.2,Flat,0.98,59.7,212.1
RT_LOG_00718,USR_DRV_02,EV_03,Tata Punch,15.6,40,72.5,1,Highway,7.4,Downhill,0.72,12.6,36.8
RT_LOG_00719,USR_DRV_07,EV_02,Tata Punch,65.6,40,80.5,0,Highway,21.8,Uphill,0.94,132.6,160.3
RT_LOG_00720,USR_DRV_06,EV_01,MG Windsor,50.9,52.9,96.5,0,Highway,8.8,Downhill,0.91,91,186.4
RT_LOG_00721,USR_DRV_10,EV_03,Tata Punch,67.4,40,86,1,Highway,31.8,Uphill,0.76,25,113.9
RT_LOG_00722,USR_DRV_03,EV_05,Mahindra XUV 3XO EV,62.6,39.4,84,0,Highway,10.5,Uphill,0.88,47.2,178.5
RT_LOG_00723,USR_DRV_09,EV_10,Tata Punch,69.2,40,17.3,0,City,20.6,Flat,0.99,97.9,246.4
RT_LOG_00724,USR_DRV_02,EV_06,Mahindra XUV 3XO EV,27,39.4,101.3,1,Highway,27.2,Uphill,0.96,87.1,65.3
RT_LOG_00725,USR_DRV_05,EV_07,MG Windsor,39.6,52.9,33.2,0,City,23.3,Flat,0.89,105.5,166
RT_LOG_00726,USR_DRV_04,EV_04,MG Windsor,53.3,52.9,106.3,1,Highway,12.6,Flat,0.95,6,161
RT_LOG_00727,USR_DRV_06,EV_01,MG Windsor,59.9,52.9,26.6,0,City,28.4,Uphill,0.71,9.3,148.6
RT_LOG_00728,USR_DRV_03,EV_04,MG Windsor,89.7,52.9,28.6,0,City,11.6,Flat,0.75,43,298.6
RT_LOG_00729,USR_DRV_03,EV_07,MG Windsor,68.9,52.9,28.5,0,City,16.3,Flat,0.81,59,261.1
RT_LOG_00730,USR_DRV_09,EV_10,Tata Punch,89.3,40,19.7,0,City,34.4,Flat,0.86,105.7,270.4
RT_LOG_00731,USR_DRV_07,EV_04,MG Windsor,92.9,52.9,49.2,1,City,34.2,Uphill,0.77,96.3,216.4
RT_LOG_00732,USR_DRV_03,EV_09,Tata Punch,97.2,40,79.4,0,Highway,34,Downhill,0.88,29.3,331.9
RT_LOG_00733,USR_DRV_09,EV_06,Mahindra XUV 3XO EV,54.9,39.4,78.1,1,Highway,24.4,Uphill,0.91,76.7,149
RT_LOG_00734,USR_DRV_07,EV_10,Tata Punch,68.5,40,23.8,0,City,21.7,Flat,0.82,49.4,205.8
RT_LOG_00735,USR_DRV_10,EV_03,Tata Punch,94.2,40,81.5,0,Highway,10,Flat,0.79,80.2,235.9
RT_LOG_00736,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,56.1,39.4,89.2,1,Highway,21,Uphill,0.94,51,158
RT_LOG_00737,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,31,39.4,29.4,0,City,15.9,Downhill,0.85,98.3,146.8
RT_LOG_00738,USR_DRV_04,EV_02,Tata Punch,20.7,40,71.7,0,Highway,17.3,Downhill,0.8,48.9,67.6
RT_LOG_00739,USR_DRV_05,EV_04,MG Windsor,73.5,52.9,54.9,1,City,5.3,Uphill,0.78,55.3,155.4
RT_LOG_00740,USR_DRV_07,EV_10,Tata Punch,78.2,40,33.9,0,City,37,Flat,0.77,113.6,207.1
RT_LOG_00741,USR_DRV_09,EV_10,Tata Punch,80.7,40,102.5,1,Highway,17.6,Flat,0.79,32.2,166.1
RT_LOG_00742,USR_DRV_07,EV_04,MG Windsor,49.5,52.9,30,0,City,16.3,Downhill,0.7,122.5,189.9
RT_LOG_00743,USR_DRV_06,EV_04,MG Windsor,47.7,52.9,104.3,1,Highway,17.1,Flat,0.87,9.7,137.2
RT_LOG_00744,USR_DRV_06,EV_10,Tata Punch,66.7,40,114.1,0,Highway,40.1,Flat,0.86,32.3,152.2
RT_LOG_00745,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,67.5,39.4,74.2,0,Highway,30,Flat,0.71,104.9,218.5
RT_LOG_00746,USR_DRV_03,EV_04,MG Windsor,16.3,52.9,82.8,0,Highway,15.8,Downhill,0.72,13.3,60.7
RT_LOG_00747,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,87.4,39.4,87.6,0,Highway,9.8,Uphill,0.84,15,234.2
RT_LOG_00748,USR_DRV_04,EV_03,Tata Punch,88.3,40,89.4,1,Highway,10.9,Downhill,0.98,90.2,283.6
RT_LOG_00749,USR_DRV_08,EV_05,Mahindra XUV 3XO EV,28.2,39.4,32.8,1,City,27.4,Flat,0.86,137,104.5
RT_LOG_00750,USR_DRV_08,EV_08,Mahindra XUV 3XO EV,61.9,39.4,26.5,1,City,17.8,Downhill,0.94,61.7,283.9
RT_LOG_00751,USR_DRV_03,EV_07,MG Windsor,32.4,52.9,90.6,0,Highway,30.8,Flat,0.82,142.1,99.8
RT_LOG_00752,USR_DRV_03,EV_05,Mahindra XUV 3XO EV,89.4,39.4,100,0,Highway,30.8,Downhill,0.97,136.8,386
RT_LOG_00753,USR_DRV_09,EV_02,Tata Punch,99.6,40,45.2,1,City,20.2,Flat,0.78,78.4,247.4
RT_LOG_00754,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,44.3,39.4,108.5,1,Highway,6.4,Uphill,0.73,138,71
RT_LOG_00755,USR_DRV_08,EV_08,Mahindra XUV 3XO EV,51.5,39.4,36.9,0,City,31.4,Uphill,0.74,124,138.9
RT_LOG_00756,USR_DRV_03,EV_01,MG Windsor,64.6,52.9,26.8,1,City,11.2,Downhill,0.93,103.2,268.2
RT_LOG_00757,USR_DRV_06,EV_03,Tata Punch,29.5,40,50.7,0,City,21.4,Flat,0.95,122.7,102.4
RT_LOG_00758,USR_DRV_02,EV_07,MG Windsor,72.1,52.9,72.4,0,Highway,6.8,Uphill,0.93,139.7,197.3
RT_LOG_00759,USR_DRV_04,EV_04,MG Windsor,18.2,52.9,71.3,0,Highway,17.5,Flat,0.9,14.2,76.3
RT_LOG_00760,USR_DRV_02,EV_03,Tata Punch,75.2,40,31.6,0,City,35.2,Uphill,0.87,32.5,170.3
RT_LOG_00761,USR_DRV_09,EV_07,MG Windsor,94.5,52.9,24.3,0,City,18.2,Flat,0.7,99.8,308.9
RT_LOG_00762,USR_DRV_04,EV_08,Mahindra XUV 3XO EV,29.8,39.4,99.2,1,Highway,6.6,Flat,0.82,116.3,72.8
RT_LOG_00763,USR_DRV_02,EV_09,Tata Punch,81.2,40,25.1,0,City,27.2,Downhill,0.91,103.3,310.7
RT_LOG_00764,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,25.8,39.4,114,1,Highway,7.5,Flat,0.88,89.8,68
RT_LOG_00765,USR_DRV_04,EV_09,Tata Punch,62.9,40,24.3,0,City,16.4,Downhill,0.83,40.3,215
RT_LOG_00766,USR_DRV_03,EV_06,Mahindra XUV 3XO EV,54.9,39.4,21.1,0,City,28.8,Flat,0.98,91.7,260.3
RT_LOG_00767,USR_DRV_06,EV_03,Tata Punch,35,40,35.8,1,City,29,Uphill,0.93,38.2,79.2
RT_LOG_00768,USR_DRV_06,EV_04,MG Windsor,28.5,52.9,51.3,0,City,34.7,Downhill,0.92,93.2,137.6
RT_LOG_00769,USR_DRV_06,EV_03,Tata Punch,49.8,40,17.6,1,City,7.6,Flat,0.72,148.8,104.2
RT_LOG_00770,USR_DRV_03,EV_02,Tata Punch,25.6,40,24.5,0,City,20.8,Uphill,0.79,109.6,53.4
RT_LOG_00771,USR_DRV_03,EV_10,Tata Punch,32.4,40,95.9,0,Highway,15.1,Uphill,0.72,146,50.7
RT_LOG_00772,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,49.7,39.4,104.2,1,Highway,5.7,Uphill,0.83,17.1,93.2
RT_LOG_00773,USR_DRV_05,EV_10,Tata Punch,58.3,40,25.3,1,City,16.3,Uphill,0.81,92.9,110.3
RT_LOG_00774,USR_DRV_03,EV_08,Mahindra XUV 3XO EV,27.6,39.4,15.2,1,City,23.2,Uphill,0.98,145.7,84.7
RT_LOG_00775,USR_DRV_08,EV_05,Mahindra XUV 3XO EV,67.7,39.4,31.4,0,City,41.7,Flat,0.82,87,238.2
RT_LOG_00776,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,79.4,39.4,92.9,1,Highway,28.5,Uphill,0.91,99.4,187.4
RT_LOG_00777,USR_DRV_04,EV_04,MG Windsor,53,52.9,98.4,0,Highway,30.8,Downhill,0.74,92.8,174.8
RT_LOG_00778,USR_DRV_03,EV_05,Mahindra XUV 3XO EV,32.3,39.4,15.5,0,City,28.8,Uphill,0.82,90,97.5
RT_LOG_00779,USR_DRV_09,EV_04,MG Windsor,88.8,52.9,48.2,1,City,30.6,Downhill,0.99,100.5,418.7
RT_LOG_00780,USR_DRV_05,EV_07,MG Windsor,77.7,52.9,19.4,1,City,35.1,Uphill,0.92,139.9,214.9
RT_LOG_00781,USR_DRV_05,EV_01,MG Windsor,98.8,52.9,70.1,0,Highway,33.6,Uphill,0.86,99.9,282.9
RT_LOG_00782,USR_DRV_03,EV_03,Tata Punch,43.7,40,22.9,0,City,23.6,Flat,0.84,123.1,131.1
RT_LOG_00783,USR_DRV_01,EV_03,Tata Punch,82.8,40,25.4,1,City,21.3,Downhill,0.73,97.3,219.1
RT_LOG_00784,USR_DRV_02,EV_07,MG Windsor,21.2,52.9,28.7,0,City,22.7,Downhill,0.93,6.4,105.5
RT_LOG_00785,USR_DRV_01,EV_10,Tata Punch,81,40,18.9,0,City,18.9,Downhill,1,115.4,340
RT_LOG_00786,USR_DRV_08,EV_06,Mahindra XUV 3XO EV,64.4,39.4,86.7,1,Highway,42,Flat,0.98,101.4,227.2
RT_LOG_00787,USR_DRV_01,EV_06,Mahindra XUV 3XO EV,88.6,39.4,15.1,1,City,31.8,Flat,0.71,22.8,265.2
RT_LOG_00788,USR_DRV_04,EV_06,Mahindra XUV 3XO EV,50.7,39.4,93.2,0,Highway,5.1,Downhill,0.99,122.8,187.6
RT_LOG_00789,USR_DRV_06,EV_01,MG Windsor,97.3,52.9,100.5,0,Highway,27.5,Uphill,0.92,120.1,255.3
RT_LOG_00790,USR_DRV_08,EV_02,Tata Punch,76.1,40,97.3,0,Highway,37.2,Downhill,0.94,108.9,225.9
RT_LOG_00791,USR_DRV_08,EV_02,Tata Punch,37.1,40,77.6,1,Highway,40.3,Uphill,0.9,39.9,68
RT_LOG_00792,USR_DRV_02,EV_02,Tata Punch,49.1,40,21.4,1,City,38.4,Uphill,0.77,42.4,84.5
RT_LOG_00793,USR_DRV_02,EV_03,Tata Punch,93,40,74.1,1,Highway,37.3,Downhill,0.93,92.1,286.8
RT_LOG_00794,USR_DRV_07,EV_07,MG Windsor,68.9,52.9,106.4,0,Highway,14.6,Uphill,0.73,17.9,144.5
RT_LOG_00795,USR_DRV_04,EV_02,Tata Punch,61.6,40,49.1,1,City,26.3,Flat,0.79,90.6,153.3
RT_LOG_00796,USR_DRV_07,EV_07,MG Windsor,38.8,52.9,105.9,0,Highway,24.2,Downhill,0.88,20.5,146.9
RT_LOG_00797,USR_DRV_08,EV_06,Mahindra XUV 3XO EV,23,39.4,107.7,1,Highway,30.2,Flat,0.88,26.2,70
RT_LOG_00798,USR_DRV_01,EV_10,Tata Punch,38.8,40,25.9,1,City,28.3,Flat,0.85,107.1,104.4
RT_LOG_00799,USR_DRV_06,EV_03,Tata Punch,84.5,40,48.9,0,City,30.9,Flat,0.98,117.5,302.1
RT_LOG_00800,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,98.6,39.4,54.6,1,City,17.5,Downhill,0.84,55.5,400.7
RT_LOG_00801,USR_DRV_02,EV_09,Tata Punch,75.4,40,101.3,0,Highway,30.9,Downhill,0.82,24,210
RT_LOG_00802,USR_DRV_10,EV_01,MG Windsor,86.5,52.9,90.6,0,Highway,26.4,Uphill,0.91,47.2,223.2
RT_LOG_00803,USR_DRV_04,EV_04,MG Windsor,76.2,52.9,29.5,0,City,30.1,Flat,0.81,147.5,292.1
RT_LOG_00804,USR_DRV_03,EV_01,MG Windsor,18.6,52.9,78.1,0,Highway,9.3,Downhill,0.9,91,81.9
RT_LOG_00805,USR_DRV_07,EV_04,MG Windsor,13.1,52.9,30.9,1,City,30.5,Flat,0.9,59.4,50.1
RT_LOG_00806,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,87.8,39.4,82.4,1,Highway,18.6,Flat,0.73,22.7,258
RT_LOG_00807,USR_DRV_09,EV_04,MG Windsor,12.1,52.9,82.3,0,Highway,34.4,Flat,0.82,150,44.7
RT_LOG_00808,USR_DRV_05,EV_10,Tata Punch,21.3,40,72.9,0,Highway,20,Downhill,0.71,85.6,60.2
RT_LOG_00809,USR_DRV_09,EV_08,Mahindra XUV 3XO EV,15.8,39.4,45.1,0,City,40.7,Flat,0.75,91.9,49.9
RT_LOG_00810,USR_DRV_09,EV_08,Mahindra XUV 3XO EV,82,39.4,16.6,0,City,29.1,Flat,0.87,128.5,338.8
RT_LOG_00811,USR_DRV_02,EV_09,Tata Punch,36.9,40,31.9,0,City,14.2,Flat,0.98,80.3,131.1
RT_LOG_00812,USR_DRV_09,EV_08,Mahindra XUV 3XO EV,22.6,39.4,101.3,1,Highway,27.4,Downhill,0.76,19.4,69.3
RT_LOG_00813,USR_DRV_04,EV_01,MG Windsor,26.9,52.9,108.5,0,Highway,40.4,Downhill,0.87,90.8,92.8
RT_LOG_00814,USR_DRV_10,EV_07,MG Windsor,16.7,52.9,81.7,0,Highway,19.8,Flat,0.98,103.1,76.1
RT_LOG_00815,USR_DRV_03,EV_09,Tata Punch,28.3,40,114.8,0,Highway,31.4,Downhill,0.9,124,86.5
RT_LOG_00816,USR_DRV_07,EV_03,Tata Punch,38.5,40,87.1,0,Highway,7.9,Flat,0.86,104.2,101.5
RT_LOG_00817,USR_DRV_06,EV_02,Tata Punch,42.7,40,105,0,Highway,37.1,Flat,0.78,19.2,95.6
RT_LOG_00818,USR_DRV_04,EV_07,MG Windsor,95.7,52.9,22,1,City,26.8,Uphill,0.73,55.6,217.8
RT_LOG_00819,USR_DRV_05,EV_09,Tata Punch,34.4,40,50.9,0,City,16.8,Uphill,0.75,121.9,71.2
RT_LOG_00820,USR_DRV_09,EV_09,Tata Punch,63.5,40,91.5,0,Highway,14.6,Downhill,0.85,27.5,178.7
RT_LOG_00821,USR_DRV_07,EV_10,Tata Punch,76.2,40,51.7,1,City,31.2,Flat,0.9,65.6,218.4
RT_LOG_00822,USR_DRV_08,EV_06,Mahindra XUV 3XO EV,81.9,39.4,82.4,1,Highway,24.3,Downhill,0.96,123,361.7
RT_LOG_00823,USR_DRV_02,EV_05,Mahindra XUV 3XO EV,46.6,39.4,108,0,Highway,7.8,Flat,0.98,28.9,155.2
RT_LOG_00824,USR_DRV_05,EV_09,Tata Punch,93.7,40,53.5,1,City,30.1,Downhill,0.74,77.2,255.3
RT_LOG_00825,USR_DRV_09,EV_02,Tata Punch,46.5,40,51.4,0,City,31.4,Downhill,0.86,55,169.6
RT_LOG_00826,USR_DRV_09,EV_10,Tata Punch,13.8,40,113.4,0,Highway,11.5,Uphill,0.95,79.5,30
RT_LOG_00827,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,44.1,39.4,113.6,1,Highway,38.8,Flat,0.95,128.4,135.3
RT_LOG_00828,USR_DRV_05,EV_05,Mahindra XUV 3XO EV,53.5,39.4,79.6,1,Highway,13,Uphill,0.98,144.1,153.2
RT_LOG_00829,USR_DRV_01,EV_08,Mahindra XUV 3XO EV,90.3,39.4,72.6,0,Highway,27.8,Uphill,0.79,20.5,243.1
RT_LOG_00830,USR_DRV_03,EV_07,MG Windsor,41.9,52.9,32.2,0,City,8.1,Downhill,0.97,64.6,200
RT_LOG_00831,USR_DRV_01,EV_03,Tata Punch,79.3,40,80.2,1,Highway,18.8,Uphill,0.83,31.4,151.7
RT_LOG_00832,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,69.1,39.4,77.3,1,Highway,32.6,Flat,0.81,131.2,221.4
RT_LOG_00833,USR_DRV_04,EV_05,Mahindra XUV 3XO EV,13.6,39.4,88.9,1,Highway,38.3,Flat,0.9,142.5,48.8
RT_LOG_00834,USR_DRV_05,EV_02,Tata Punch,47.9,40,106,0,Highway,17,Uphill,0.85,138.9,91.6
RT_LOG_00835,USR_DRV_07,EV_03,Tata Punch,19.9,40,46.7,0,City,10.8,Downhill,0.7,104.2,51.7
RT_LOG_00836,USR_DRV_06,EV_07,MG Windsor,97.9,52.9,32.4,1,City,15.4,Flat,0.93,40.9,375.6
RT_LOG_00837,USR_DRV_09,EV_03,Tata Punch,32.5,40,49.6,0,City,29.7,Uphill,0.76,107.4,69
RT_LOG_00838,USR_DRV_09,EV_10,Tata Punch,26.3,40,24.2,0,City,19.8,Uphill,1,139.7,71
RT_LOG_00839,USR_DRV_10,EV_04,MG Windsor,18.2,52.9,30.2,1,City,30.9,Flat,0.77,66.8,55.5
RT_LOG_00840,USR_DRV_07,EV_01,MG Windsor,37.4,52.9,86.4,1,Highway,31.3,Flat,0.8,11.9,115.5
RT_LOG_00841,USR_DRV_01,EV_06,Mahindra XUV 3XO EV,29.1,39.4,82.6,0,Highway,20.9,Uphill,0.98,57.7,96.4
RT_LOG_00842,USR_DRV_02,EV_01,MG Windsor,71.5,52.9,28.2,1,City,32.5,Downhill,0.86,58.9,292.8
RT_LOG_00843,USR_DRV_04,EV_10,Tata Punch,44.6,40,20.2,0,City,6.5,Downhill,0.95,33,153.7
RT_LOG_00844,USR_DRV_02,EV_02,Tata Punch,94.8,40,83.6,1,Highway,41.6,Flat,0.86,27.3,221.5
RT_LOG_00845,USR_DRV_07,EV_09,Tata Punch,74,40,110.3,1,Highway,28.3,Flat,0.97,14.8,184.7
RT_LOG_00846,USR_DRV_09,EV_01,MG Windsor,25,52.9,101.4,0,Highway,15.7,Downhill,0.72,146,77.1
RT_LOG_00847,USR_DRV_07,EV_08,Mahindra XUV 3XO EV,71.6,39.4,21.6,1,City,25.8,Uphill,0.82,44.4,183.6
RT_LOG_00848,USR_DRV_03,EV_10,Tata Punch,29.6,40,50.2,1,City,23.6,Downhill,0.86,49,91.6
RT_LOG_00849,USR_DRV_05,EV_09,Tata Punch,20.7,40,16.8,0,City,15.8,Downhill,0.74,133.1,66.4
RT_LOG_00850,USR_DRV_05,EV_01,MG Windsor,67.8,52.9,54.6,0,City,24.8,Flat,0.89,96.7,287.3
RT_LOG_00851,USR_DRV_06,EV_02,Tata Punch,95.2,40,102.5,1,Highway,38.2,Uphill,0.8,13.3,140.2
RT_LOG_00852,USR_DRV_06,EV_04,MG Windsor,75.7,52.9,78,0,Highway,24.9,Downhill,0.73,113.1,284.6
RT_LOG_00853,USR_DRV_05,EV_10,Tata Punch,59.6,40,79.9,1,Highway,12.5,Downhill,0.94,114.2,186.2
RT_LOG_00854,USR_DRV_04,EV_07,MG Windsor,43.2,52.9,74.2,0,Highway,22,Flat,0.76,76.1,148.8
RT_LOG_00855,USR_DRV_05,EV_01,MG Windsor,37.9,52.9,47.7,0,City,7.6,Flat,0.83,71,132.7
RT_LOG_00856,USR_DRV_07,EV_02,Tata Punch,75.2,40,44.1,0,City,27.3,Uphill,0.82,21,164.6
RT_LOG_00857,USR_DRV_01,EV_03,Tata Punch,32.4,40,25.7,0,City,34.3,Flat,0.99,20.4,114.9
RT_LOG_00858,USR_DRV_06,EV_02,Tata Punch,28.2,40,104.2,1,Highway,35.2,Uphill,0.8,27.4,39.6
RT_LOG_00859,USR_DRV_05,EV_09,Tata Punch,21.1,40,19.1,1,City,8.8,Uphill,0.74,137.3,31
RT_LOG_00860,USR_DRV_07,EV_07,MG Windsor,23.3,52.9,80.2,1,Highway,30.4,Downhill,0.95,21.3,98.6
RT_LOG_00861,USR_DRV_02,EV_04,MG Windsor,19.2,52.9,86.1,1,Highway,9.4,Flat,0.97,92.7,65.5
RT_LOG_00862,USR_DRV_09,EV_06,Mahindra XUV 3XO EV,64,39.4,76.8,1,Highway,28.1,Uphill,0.8,20.1,156.6
RT_LOG_00863,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,83,39.4,46.6,0,City,33.8,Flat,0.8,61.6,313.5
RT_LOG_00864,USR_DRV_08,EV_02,Tata Punch,20.2,40,113.2,1,Highway,10.4,Uphill,1,31.4,35.7
RT_LOG_00865,USR_DRV_06,EV_08,Mahindra XUV 3XO EV,48.1,39.4,97.1,1,Highway,10.1,Downhill,0.98,60.6,171.6
RT_LOG_00866,USR_DRV_09,EV_09,Tata Punch,54.3,40,30.4,1,City,24.5,Downhill,0.94,36.8,184.6
RT_LOG_00867,USR_DRV_06,EV_01,MG Windsor,28.3,52.9,29.5,1,City,40.4,Flat,0.72,55.7,79.5
RT_LOG_00868,USR_DRV_03,EV_05,Mahindra XUV 3XO EV,51.4,39.4,80.9,0,Highway,7.1,Flat,0.74,105.9,150.7
RT_LOG_00869,USR_DRV_01,EV_07,MG Windsor,43.5,52.9,41.5,0,City,22.6,Downhill,0.96,9.4,225.6
RT_LOG_00870,USR_DRV_02,EV_04,MG Windsor,16.9,52.9,76.7,0,Highway,22.4,Flat,0.92,106.3,68.6
RT_LOG_00871,USR_DRV_07,EV_06,Mahindra XUV 3XO EV,50,39.4,26.5,0,City,7.2,Downhill,0.71,113.9,172.6
RT_LOG_00872,USR_DRV_01,EV_07,MG Windsor,84.9,52.9,94.9,1,Highway,39,Downhill,0.79,38,243.5
RT_LOG_00873,USR_DRV_05,EV_02,Tata Punch,56.9,40,44.7,1,City,27.9,Flat,0.82,124.3,151.6
RT_LOG_00874,USR_DRV_10,EV_02,Tata Punch,83.5,40,91.5,1,Highway,35.6,Flat,0.72,58.9,149.1
RT_LOG_00875,USR_DRV_05,EV_02,Tata Punch,19.4,40,97.1,1,Highway,6,Uphill,0.75,20.4,22.6
RT_LOG_00876,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,26.9,39.4,40.5,0,City,13.9,Flat,0.99,86.9,125.8
RT_LOG_00877,USR_DRV_08,EV_01,MG Windsor,14.3,52.9,52.7,0,City,41.3,Uphill,0.99,77.5,44.3
RT_LOG_00878,USR_DRV_07,EV_06,Mahindra XUV 3XO EV,97.6,39.4,28.3,0,City,23.6,Flat,0.71,120.4,331.7
RT_LOG_00879,USR_DRV_01,EV_05,Mahindra XUV 3XO EV,24.5,39.4,73.5,0,Highway,40.3,Flat,0.97,122.1,100.3
RT_LOG_00880,USR_DRV_03,EV_09,Tata Punch,56.5,40,90.1,0,Highway,17.5,Uphill,0.89,141.3,107.8
RT_LOG_00881,USR_DRV_07,EV_04,MG Windsor,28.8,52.9,53.3,1,City,8.6,Flat,0.74,131.2,80.2
RT_LOG_00882,USR_DRV_02,EV_08,Mahindra XUV 3XO EV,18.5,39.4,77.6,1,Highway,11,Uphill,0.87,56.2,43
RT_LOG_00883,USR_DRV_08,EV_05,Mahindra XUV 3XO EV,98.8,39.4,104.3,1,Highway,29.1,Flat,0.98,145.9,330.2
RT_LOG_00884,USR_DRV_06,EV_05,Mahindra XUV 3XO EV,46.1,39.4,32.6,1,City,18.8,Downhill,0.82,70.3,185.4
RT_LOG_00885,USR_DRV_01,EV_10,Tata Punch,98,40,44.6,0,City,30.9,Downhill,0.7,128.7,284.5
RT_LOG_00886,USR_DRV_03,EV_10,Tata Punch,45.9,40,23.9,1,City,29.8,Uphill,0.84,98.2,94.6
RT_LOG_00887,USR_DRV_08,EV_02,Tata Punch,17.7,40,51.7,1,City,33.4,Flat,0.82,14.3,44.7
RT_LOG_00888,USR_DRV_10,EV_08,Mahindra XUV 3XO EV,29.1,39.4,75.1,1,Highway,6.4,Flat,0.98,26.1,98
RT_LOG_00889,USR_DRV_10,EV_01,MG Windsor,98.9,52.9,72.8,1,Highway,34.2,Uphill,0.76,35.7,215
RT_LOG_00890,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,32.7,39.4,18.3,0,City,15.1,Flat,0.79,108.3,125.9
RT_LOG_00891,USR_DRV_09,EV_04,MG Windsor,70.3,52.9,78.3,0,Highway,8.4,Uphill,0.8,114.2,168.6
RT_LOG_00892,USR_DRV_06,EV_07,MG Windsor,53.3,52.9,53.6,1,City,18.1,Downhill,0.87,124.3,221.6
RT_LOG_00893,USR_DRV_10,EV_04,MG Windsor,17,52.9,27.9,1,City,5.5,Uphill,0.98,77.4,43.4
RT_LOG_00894,USR_DRV_07,EV_05,Mahindra XUV 3XO EV,56.9,39.4,54.5,0,City,28.5,Downhill,0.99,19.1,308.5
