vehicle_id,driver_id,trip_id,manufacturer,car_model,manufacturing_year,vehicle_age_years,vehicle_weight_kg,battery_capacity_kwh,max_range_km,motor_power_kw,max_power_bhp,odometer_km,current_battery_percent,state_of_charge_soc,state_of_health_soh,battery_voltage,battery_temperature_c,battery_cycle_count,charging_status,charging_type,charging_power_kw,charging_duration_min,regenerative_braking_kwh,energy_consumed_kwh,energy_efficiency_wh_per_km,estimated_remaining_range_km,current_speed_kmph,average_speed_kmph,acceleration_rate,harsh_braking_count,sharp_turn_count,idle_time_minutes,brake_usage_frequency,driving_mode,driver_behavior_score,cruise_control_usage,trip_distance_km,trip_duration_min,start_city,destination_city,road_type,traffic_level,elevation_gain_m,avg_gradient_percent,stops_count,route_risk_score,outside_temperature_c,humidity_percent,weather_condition,wind_speed_kmph,road_condition,air_conditioning_usage,heater_usage,season,maintenance_status,maintenance_required,last_service_days,tire_pressure_psi,brake_health_percent,motor_temperature_c,inverter_temperature_c,error_codes_count,downtime_hours,in_garage_or_running,timestamp,hour,day_of_week,weekend_flag,month,quarter,trip_feasible,failure_risk_score,charging_time_remaining_min,anomaly_flag
EV_0017,DRV_003,TRIP_001319,Mahindra,XUV BXO EV,2024,2,1400,40.0,456,100.0,148.0,93847.93,99.25,99.25,88.32,786.58,42.86,1920,0,Slow AC,6.08,394.74,1.41,96.66,216.23,376.75,134.01,95.1,2.8,19,1,83.81,0.63,Normal,52.1,1,447.02,282.03,Mumbai,Pune,Highway,High,535.29,9.3,4,56.36,30.85,78.68,Sunny,57.28,Good,1,0,Summer,Good,0,274,39.44,67.5,58.8,49.97,9,56.1,Running,2025-03-16 20:46:32,20,Sunday,1,3,1,0,18.8,2.96,0
EV_0009,DRV_004,TRIP_001320,Mahindra,XUV BXO EV,2020,6,1400,40.0,456,100.0,148.0,248808.44,18.41,18.41,85.72,693.01,34.0,569,1,Fast AC,9.0,266.67,7.44,6.93,149.4,101.14,59.89,53.56,6.49,1,10,17.39,0.33,Normal,63.53,0,46.41,51.99,Delhi,Chennai,Mixed,Medium,1871.09,4.72,0,84.57,27.87,32.9,Sunny,26.96,Good,0,0,Summer,Good,0,355,29.0,86.5,53.93,44.44,9,129.03,Running,2026-03-17 22:41:55,22,Tuesday,0,3,1,1,16.7,217.58,0
EV_0018,DRV_007,TRIP_001321,Tata,Punch EV,2022,4,1300,40.0,350,95.0,127.0,97288.43,40.68,40.68,81.88,659.04,22.68,2530,0,DC Fast,258.91,9.27,9.08,14.57,113.34,226.12,28.43,20.46,4.08,10,2,31.81,0.9,Normal,64.76,0,128.52,376.89,Delhi,Mumbai,City,High,1609.99,6.56,10,25.96,14.8,23.55,Sunny,34.75,Good,0,1,Monsoon,Good,0,178,34.26,77.0,34.82,32.42,4,57.73,Running,2026-09-05 09:07:49,9,Saturday,1,9,3,1,15.28,5.5,0
EV_0018,DRV_009,TRIP_001322,Tata,Harrier EV,2023,3,2300,75.0,622,175.0,390.0,62581.68,61.22,61.22,90.87,302.28,27.33,783,0,Slow AC,3.05,1475.41,7.17,3.17,194.73,351.98,50.84,38.51,2.65,7,12,16.97,0.3,Eco,60.05,0,16.29,25.38,Coimbatore,Bangalore,City,Medium,28.74,14.02,33,86.41,22.66,47.28,Sunny,26.73,Good,0,0,Summer,Good,0,245,36.69,83.5,39.66,32.6,6,23.39,Running,2026-04-14 01:18:12,1,Tuesday,0,4,2,1,12.41,572.16,0
EV_0006,DRV_001,TRIP_001323,Mahindra,BE 6,2019,7,1950,59.0,683,170.0,228.0,101771.47,35.9,35.9,74.5,523.65,51.09,2565,0,Fast AC,8.1,437.04,9.13,32.83,182.15,242.3,49.57,45.6,4.23,2,14,17.65,0.04,Sport,62.31,0,180.25,237.17,Delhi,Kochi,City,Medium,2011.29,13.07,36,52.24,41.21,61.43,Rainy,17.19,Wet,1,0,Monsoon,Warning,0,273,36.02,83.0,62.05,58.89,9,190.85,Running,2026-09-23 16:27:25,16,Wednesday,0,9,3,1,20.88,280.14,0
EV_0018,DRV_003,TRIP_001324,Tata,Punch EV,2020,6,1300,40.0,350,95.0,127.0,3274.76,39.58,39.58,85.68,631.45,38.43,580,1,Slow AC,3.01,797.34,3.87,14.52,139.73,178.45,50.3,43.82,5.47,10,6,59.58,0.84,Normal,54.59,0,103.94,142.32,Kochi,Coimbatore,City,High,2077.14,0.36,36,22.31,33.49,85.99,Sunny,2.83,Good,1,0,Winter,Good,0,330,28.22,73.0,49.38,51.19,0,48.82,Running,2026-10-01 20:55:13,20,Thursday,0,10,4,1,13.33,481.75,0
EV_0017,DRV_001,TRIP_001325,MG,Windsor EV,2023,3,1800,52.9,449,100.0,134.0,56668.59,97.83,97.83,92.95,391.31,37.15,262,0,Fast AC,8.57,370.36,1.4,6.55,144.67,546.53,21.13,19.56,1.73,8,0,6.31,0.73,Eco,78.81,0,45.31,138.99,Mumbai,Hyderabad,City,Medium,481.69,6.44,28,35.89,34.0,76.82,Sunny,27.94,Good,1,0,Winter,Good,0,196,28.91,82.0,43.89,43.18,6,4.91,Running,2026-02-13 23:25:51,23,Friday,0,2,1,1,12.26,8.04,0
EV_0011,DRV_008,TRIP_001326,Mahindra,XUV BXO EV,2020,6,1400,40.0,456,100.0,148.0,75804.29,35.72,35.72,82.08,770.64,42.39,1195,0,Fast AC,10.73,223.67,14.22,9.77,140.1,209.27,16.96,13.6,5.03,17,5,2.15,0.19,Sport,43.41,0,69.77,307.81,Chennai,Bangalore,City,Low,895.04,12.62,26,26.37,40.71,85.74,Rainy,0.11,Wet,1,0,Monsoon,Warning,0,138,35.66,62.5,53.74,47.53,5,98.49,Running,2026-08-06 01:23:42,1,Thursday,0,8,3,1,20.61,143.78,0
EV_0017,DRV_007,TRIP_001327,Tata,Harrier EV,2020,6,2300,75.0,622,175.0,390.0,78970.35,20.07,20.07,82.02,542.18,43.2,1495,0,Slow AC,5.38,836.43,1.41,86.29,266.11,84.44,126.38,105.98,4.79,19,9,33.45,0.07,Normal,34.13,1,324.28,183.59,Kochi,Hyderabad,Highway,High,1390.73,5.2,1,86.09,29.8,91.24,Rainy,34.39,Wet,0,0,Summer,Warning,0,127,30.92,59.5,60.36,50.83,10,185.35,Running,2026-04-17 21:36:43,21,Friday,0,4,2,0,25.12,668.56,0
EV_0005,DRV_009,TRIP_001328,MG,ZS EV,2021,5,1540,50.3,461,129.0,174.33,49642.02,79.3,79.3,80.85,544.46,38.78,2287,0,Fast AC,14.48,208.43,4.37,80.91,150.06,438.51,69.85,61.12,7.22,18,3,10.6,0.45,Normal,37.84,0,539.18,529.3,Kochi,Hyderabad,Mixed,Medium,353.87,10.01,2,63.65,28.68,87.17,Cloudy,41.75,Good,0,0,Monsoon,Warning,0,85,27.48,63.0,57.6,48.04,6,195.23,Running,2026-08-13 09:48:11,9,Thursday,0,8,3,0,21.04,43.15,0
EV_0011,DRV_003,TRIP_001329,MG,Windsor EV,2023,3,1800,52.9,449,100.0,134.0,58556.25,85.77,85.77,87.43,428.72,39.2,1643,0,Fast AC,11.4,278.42,11.73,11.23,168.16,412.22,39.38,31.29,6.39,5,5,12.39,0.53,Eco,63.33,0,66.8,128.09,Coimbatore,Mumbai,City,Medium,1583.59,11.06,30,69.38,33.05,72.9,Cloudy,4.71,Good,1,0,Monsoon,Good,0,114,37.7,86.5,48.17,49.22,9,36.15,Running,2026-06-30 12:18:07,12,Tuesday,0,6,2,1,14.77,39.62,0
EV_0008,DRV_006,TRIP_001330,Tata,Curvv EV,2021,5,1500,55.0,502,123.0,165.0,127820.77,76.79,76.79,81.54,711.77,23.72,2116,0,Slow AC,5.88,561.22,8.9,66.52,129.59,535.44,42.41,32.02,2.51,3,12,2.4,0.91,Eco,68.47,0,513.33,961.89,Pune,Bangalore,City,Low,2461.35,1.47,28,15.83,21.55,61.83,Sunny,49.11,Good,0,0,Monsoon,Good,0,14,37.83,85.5,38.97,27.5,5,89.13,Garage,2026-06-27 22:08:03,22,Saturday,1,6,2,1,14.49,130.26,0
EV_0016,DRV_009,TRIP_001331,MG,ZS EV,2023,3,1540,50.3,461,129.0,174.33,203474.8,28.98,28.98,85.81,700.04,27.17,2047,0,Fast AC,12.89,234.13,7.48,8.1,169.49,141.88,89.01,86.69,7.1,9,8,12.67,0.23,Normal,48.7,0,47.77,33.06,Pune,Chennai,Mixed,Medium,176.77,4.3,1,67.39,21.51,40.05,Sunny,19.86,Good,0,0,Monsoon,Good,0,100,30.44,80.5,38.98,36.73,0,25.67,Running,2025-09-27 14:03:50,14,Saturday,1,9,3,1,9.92,166.28,0
EV_0020,DRV_002,TRIP_001332,Tata,Punch EV,2025,1,1300,40.0,350,95.0,127.0,109036.5,57.2,57.2,87.99,374.85,29.08,2503,0,Slow AC,6.97,344.33,14.65,0.42,103.44,348.38,32.28,29.56,7.51,15,5,42.09,0.11,Normal,39.97,0,4.03,8.18,Bangalore,Bangalore,City,High,1735.09,9.71,8,39.97,24.44,52.43,Cloudy,26.09,Good,0,0,Winter,Good,0,268,31.62,75.5,37.2,36.44,3,122.7,Running,2026-11-23 18:39:09,18,Monday,0,11,4,1,11.88,147.37,0
EV_0011,DRV_010,TRIP_001333,Tata,Harrier EV,2023,3,2300,75.0,622,175.0,390.0,79406.36,6.99,6.99,89.77,731.01,46.55,910,1,Fast AC,14.46,311.2,2.59,9.78,245.38,31.89,75.1,67.59,6.65,12,9,69.64,0.09,Normal,42.55,1,39.86,35.38,Chennai,Bangalore,Highway,High,457.36,4.44,0,99.14,37.94,63.7,Sunny,3.57,Good,1,0,Monsoon,Good,0,151,31.05,76.0,55.72,61.12,5,75.62,Running,2025-08-30 09:47:55,9,Saturday,1,8,3,0,13.81,289.45,0
EV_0011,DRV_006,TRIP_001334,Tata,Harrier EV,2023,3,2300,75.0,622,175.0,390.0,98115.47,74.36,74.36,83.66,557.8,37.31,2586,0,Slow AC,6.18,728.16,2.59,8.08,251.05,331.62,120.98,107.5,7.11,6,13,7.43,0.44,Sport,47.17,1,32.18,17.96,Hyderabad,Mumbai,Highway,Medium,1172.29,6.61,3,2.93,24.69,48.45,Cloudy,50.78,Good,0,0,Monsoon,Good,0,50,28.72,85.0,44.21,42.34,8,175.28,Running,2025-07-27 03:54:13,3,Sunday,1,7,3,1,15.34,186.7,0
EV_0014,DRV_008,TRIP_001335,Mahindra,BE 6,2020,6,1950,59.0,683,170.0,228.0,127807.16,90.31,90.31,76.38,650.02,42.01,2905,0,Slow AC,5.21,679.46,1.05,12.55,168.92,657.28,34.96,31.9,3.31,20,3,8.58,0.79,Normal,45.57,0,74.31,139.77,Chennai,Delhi,City,Medium,649.63,8.78,23,60.1,33.06,88.49,Sunny,8.67,Good,1,0,Winter,Warning,0,19,26.87,58.0,50.6,49.16,1,158.26,Running,2025-11-21 01:40:02,1,Friday,0,11,4,1,20.16,65.84,0
EV_0006,DRV_008,TRIP_001336,Tata,Curvv EV,2026,0,1500,55.0,502,123.0,165.0,198885.08,56.04,56.04,98.82,427.62,28.85,296,1,Slow AC,4.84,681.82,11.89,10.13,171.49,295.28,71.87,61.05,5.64,19,4,15.37,0.39,Normal,39.08,0,59.08,58.06,Bangalore,Coimbatore,Mixed,Medium,1400.64,13.69,3,16.74,18.81,63.04,Sunny,22.93,Good,0,0,Winter,Good,0,140,36.36,71.5,36.91,34.7,0,5.84,Running,2026-01-28 22:25:03,22,Wednesday,0,1,1,1,7.42,299.73,0
EV_0008,DRV_009,TRIP_001337,MG,ZS EV,2020,6,1540,50.3,461,129.0,174.33,207343.22,21.03,21.03,85.56,546.35,33.55,610,1,Fast AC,12.64,238.77,1.23,1.57,155.91,111.93,63.08,45.37,6.94,10,13,57.57,0.8,Sport,39.68,0,10.07,13.32,Pune,Kochi,Mixed,High,345.0,12.77,3,31.31,22.99,62.3,Sunny,39.78,Good,0,0,Monsoon,Good,0,167,36.49,73.0,47.81,46.81,0,107.1,Running,2026-06-24 20:18:32,20,Wednesday,0,6,2,1,13.36,188.56,0
EV_0019,DRV_009,TRIP_001338,MG,ZS EV,2022,4,1540,50.3,461,129.0,174.33,33671.64,98.59,98.59,89.06,428.07,31.8,736,0,Fast AC,7.47,404.02,0.75,0.55,155.32,526.72,66.07,63.38,4.17,4,15,12.9,0.38,Normal,56.99,0,3.57,3.38,Coimbatore,Delhi,Mixed,Medium,145.89,9.78,5,98.52,22.06,46.39,Rainy,15.24,Wet,0,0,Summer,Good,0,262,32.98,86.0,38.29,44.34,5,11.34,Garage,2026-03-02 16:22:33,16,Monday,0,3,1,1,11.98,5.7,0
EV_0009,DRV_009,TRIP_001339,Tata,Punch EV,2023,3,1300,40.0,350,95.0,127.0,70450.25,94.83,94.83,82.12,309.87,46.83,2969,0,Slow AC,5.95,403.36,0.44,26.25,196.98,303.29,122.65,101.0,5.19,19,9,13.96,0.28,Normal,32.93,1,133.24,79.15,Kochi,Pune,Highway,Medium,1666.26,7.14,1,65.25,34.37,72.16,Sunny,13.94,Good,1,0,Winter,Warning,0,66,35.37,65.5,66.62,53.54,8,185.97,Running,2026-10-10 12:21:43,12,Saturday,1,10,4,1,20.59,20.85,0
EV_0020,DRV_002,TRIP_001340,Mahindra,XUV BXO EV,2020,6,1400,40.0,456,100.0,148.0,174446.98,46.94,46.94,87.7,384.61,27.21,75,0,Slow AC,5.93,404.72,2.77,27.15,187.98,204.96,104.93,100.1,6.78,1,1,14.82,0.6,Eco,76.16,1,144.45,86.58,Pune,Chennai,Highway,Medium,1807.06,7.25,1,95.81,18.19,65.33,Rainy,28.71,Wet,0,0,Summer,Good,0,191,27.37,86.5,43.95,40.66,4,14.55,Running,2025-03-26 15:35:12,15,Wednesday,0,3,1,1,12.45,214.74,0
EV_0019,DRV_004,TRIP_001341,MG,ZS EV,2023,3,1540,50.3,461,129.0,174.33,243280.18,62.18,62.18,88.6,773.44,35.82,1349,0,Fast AC,9.11,331.28,2.49,5.73,175.71,293.65,50.86,46.85,7.06,2,6,10.67,0.69,Eco,65.82,0,32.59,41.74,Mumbai,Bangalore,Mixed,Medium,2374.63,1.83,0,50.23,32.74,69.05,Rainy,29.75,Wet,1,0,Summer,Good,0,175,25.36,91.0,46.57,45.49,5,50.9,Running,2025-03-16 08:36:28,8,Sunday,1,3,1,1,10.35,125.29,0
EV_0017,DRV_004,TRIP_001342,Tata,Curvv EV,2019,7,1500,55.0,502,123.0,165.0,238665.8,30.81,30.81,81.15,711.26,33.04,1212,1,Fast AC,20.17,163.61,8.6,25.08,209.86,132.66,125.32,105.71,6.3,9,9,3.52,0.69,Normal,49.6,1,119.53,67.84,Kochi,Mumbai,Highway,Low,1545.64,8.33,4,67.19,26.07,81.07,Sunny,5.24,Good,0,0,Winter,Warning,0,316,26.84,72.5,44.28,39.62,8,175.1,Running,2026-10-11 23:02:49,23,Sunday,1,10,4,1,21.09,113.2,0
EV_0019,DRV_010,TRIP_001343,MG,Windsor EV,2024,2,1800,52.9,449,100.0,134.0,232595.22,95.85,95.85,88.44,519.11,31.3,1889,0,DC Fast,145.01,21.89,10.96,6.3,138.32,560.05,26.66,22.78,1.49,20,14,19.42,0.75,Eco,34.53,0,45.53,119.92,Coimbatore,Hyderabad,City,Medium,1235.65,4.37,23,15.24,25.29,72.97,Foggy,2.24,Wet,0,0,Summer,Good,0,212,29.63,66.0,42.99,41.07,10,199.02,Running,2026-05-18 05:14:43,5,Monday,0,5,2,1,19.89,0.91,0
EV_0001,DRV_003,TRIP_001344,Tata,Punch EV,2022,4,1300,40.0,350,95.0,127.0,72584.71,96.45,96.45,88.38,562.48,39.4,906,0,Slow AC,5.14,466.93,4.56,14.03,176.66,343.96,76.81,58.62,6.69,2,6,66.62,0.39,Normal,66.93,0,79.41,81.28,Mumbai,Pune,Mixed,High,2170.41,3.26,1,76.22,32.62,73.07,Cloudy,49.93,Good,1,0,Winter,Good,0,55,32.83,89.0,48.9,46.52,8,60.24,Running,2026-01-11 18:45:43,18,Sunday,1,1,1,1,13.66,16.58,0
EV_0007,DRV_002,TRIP_001345,Tata,Curvv EV,2022,4,1500,55.0,502,123.0,165.0,173188.16,56.05,56.05,81.58,400.06,37.71,2606,0,Fast AC,8.76,376.71,14.72,63.1,181.09,279.68,84.56,69.74,2.62,2,1,88.74,0.19,Normal,86.64,1,348.43,299.77,Mumbai,Chennai,Highway,High,2279.85,5.81,3,22.15,32.15,71.13,Sunny,57.92,Good,1,0,Summer,Good,0,47,37.29,89.0,46.72,50.2,0,9.96,Running,2025-05-10 07:17:18,7,Saturday,1,5,2,0,9.36,165.56,0
EV_0014,DRV_005,TRIP_001346,MG,ZS EV,2023,3,1540,50.3,461,129.0,174.33,126175.48,49.27,49.27,93.4,496.23,35.53,149,0,Fast AC,12.74,236.89,9.07,12.53,134.57,303.81,17.65,17.06,3.53,17,5,18.84,0.55,Normal,47.91,0,93.1,327.43,Hyderabad,Coimbatore,City,Medium,287.46,8.22,35,48.71,30.83,51.55,Cloudy,16.48,Good,1,0,Summer,Good,0,266,32.76,68.5,54.86,50.06,6,16.31,Running,2026-05-17 05:49:51,5,Sunday,1,5,2,1,15.52,120.17,0
EV_0015,DRV_003,TRIP_001347,Mahindra,BE 6,2023,3,1950,59.0,683,170.0,228.0,118349.91,25.2,25.2,89.54,458.16,37.26,1116,1,Slow AC,3.33,1063.06,4.17,0.74,160.13,193.47,50.94,41.24,5.04,11,8,3.62,0.45,Normal,50.88,0,4.62,6.72,Coimbatore,Coimbatore,City,Low,607.26,9.41,35,86.13,27.85,68.17,Stormy,43.89,Damaged,0,0,Monsoon,Good,0,195,26.98,77.5,43.99,47.07,2,181.34,Running,2025-07-05 12:44:46,12,Saturday,1,7,3,1,11.24,795.17,0
EV_0019,DRV_001,TRIP_001348,Tata,Curvv EV,2024,2,1500,55.0,502,123.0,165.0,234433.66,29.98,29.98,85.03,384.66,36.79,2743,1,Slow AC,5.82,567.01,11.8,10.92,185.33,146.17,114.61,113.99,6.44,17,7,15.53,0.16,Sport,36.18,1,58.91,31.01,Bangalore,Coimbatore,Highway,Medium,1096.35,8.11,5,28.27,25.11,56.64,Sunny,26.17,Good,0,0,Winter,Good,0,201,31.15,70.5,50.07,41.66,1,94.99,Running,2025-11-30 05:11:10,5,Sunday,1,11,4,1,12.87,397.02,0
EV_0006,DRV_008,TRIP_001349,MG,ZS EV,2019,7,1540,50.3,461,129.0,174.33,97854.92,52.57,52.57,78.31,441.76,31.29,1922,0,Slow AC,5.76,523.96,13.39,38.71,134.26,324.91,22.18,21.47,5.43,6,6,0.77,0.91,Sport,62.71,0,288.29,805.65,Coimbatore,Mumbai,City,Low,573.56,5.22,33,5.05,29.81,69.56,Rainy,33.8,Wet,0,0,Summer,Good,0,290,32.59,77.0,45.43,39.25,3,26.49,Running,2025-05-04 23:29:56,23,Sunday,1,5,2,1,16.92,248.51,0
EV_0006,DRV_001,TRIP_001350,MG,Windsor EV,2021,5,1800,52.9,449,100.0,134.0,166680.47,57.61,57.61,83.05,697.88,40.9,1737,1,DC Fast,56.89,55.79,6.87,33.62,194.37,239.55,80.94,79.62,3.68,5,3,31.7,0.16,Normal,74.46,0,172.96,130.34,Mumbai,Mumbai,Mixed,High,663.15,1.16,5,72.1,29.68,67.05,Cloudy,30.1,Good,0,0,Winter,Good,0,168,27.98,82.5,53.02,46.49,6,94.41,Garage,2025-11-30 06:37:07,6,Sunday,1,11,4,1,15.61,23.65,0
EV_0019,DRV_002,TRIP_001351,Mahindra,XUV BXO EV,2021,5,1400,40.0,456,100.0,148.0,56844.3,67.28,67.28,86.45,410.89,47.56,732,0,Slow AC,4.31,556.84,3.34,18.4,155.67,354.75,48.98,47.41,7.84,10,11,19.55,0.29,Sport,39.98,0,118.21,149.6,Hyderabad,Mumbai,City,Medium,2180.56,9.51,20,72.16,38.13,39.06,Sunny,44.46,Good,1,0,Winter,Good,0,277,39.25,75.0,60.25,60.09,9,105.12,Running,2026-10-18 11:02:20,11,Sunday,1,10,4,1,18.89,182.2,0
EV_0018,DRV_005,TRIP_001352,Mahindra,XEV 9S,2025,1,2150,79.0,679,210.0,282.0,50151.0,64.18,64.18,89.72,762.03,29.19,2069,1,Slow AC,4.36,1087.16,2.86,29.7,185.45,422.98,42.51,34.76,3.45,7,5,18.39,0.98,Normal,68.15,0,160.16,276.46,Bangalore,Coimbatore,Mixed,Medium,1228.18,14.95,3,4.9,25.65,40.88,Sunny,23.82,Good,0,0,Winter,Good,0,127,31.51,87.5,44.66,39.43,4,109.02,Running,2025-10-01 15:12:51,15,Wednesday,0,10,4,1,9.2,389.42,0
EV_0019,DRV_006,TRIP_001353,Tata,Curvv EV,2020,6,1500,55.0,502,123.0,165.0,183516.72,68.59,68.59,80.48,727.44,34.79,1880,0,Fast AC,16.7,197.6,14.72,10.53,149.35,414.98,43.96,42.66,5.2,19,14,56.99,0.89,Eco,25.4,0,70.5,99.16,Coimbatore,Bangalore,City,High,511.46,9.17,5,83.11,31.05,75.61,Sunny,8.8,Good,1,0,Monsoon,Good,0,293,26.67,59.5,42.2,49.67,2,176.42,Running,2025-09-25 09:14:38,9,Thursday,0,9,3,1,19.5,62.07,0
EV_0003,DRV_003,TRIP_001354,Mahindra,XEV 9S,2026,0,2150,79.0,679,210.0,282.0,158107.76,28.74,28.74,91.65,621.51,34.86,2088,1,DC Fast,283.2,16.74,0.19,16.79,191.73,183.21,54.73,39.36,3.18,3,6,1.06,0.53,Normal,75.46,0,87.59,133.52,Hyderabad,Coimbatore,City,Low,2045.79,4.57,36,38.17,27.85,41.31,Sunny,20.76,Good,0,0,Winter,Good,0,71,38.2,95.5,44.37,48.33,5,90.88,Running,2025-02-26 12:03:19,12,Wednesday,0,2,1,1,6.96,11.93,0
EV_0018,DRV_009,TRIP_001355,Tata,Punch EV,2019,7,1300,40.0,350,95.0,127.0,152246.08,64.09,64.09,83.6,316.14,35.48,601,1,Fast AC,17.2,139.53,9.27,12.76,142.03,284.28,72.5,65.02,3.54,11,12,7.08,0.12,Eco,49.38,0,89.84,82.9,Mumbai,Chennai,Mixed,Medium,1457.72,14.45,5,43.59,28.31,84.21,Sunny,41.62,Good,0,0,Monsoon,Good,0,281,39.19,69.5,47.97,44.46,0,155.03,Running,2025-09-06 04:45:26,4,Saturday,1,9,3,1,15.23,50.11,0
EV_0002,DRV_001,TRIP_001356,MG,Windsor EV,2026,0,1800,52.9,449,100.0,134.0,94952.78,79.45,79.45,91.55,660.48,32.06,2112,0,Fast AC,18.33,173.16,4.76,0.36,129.6,495.46,26.31,22.37,6.15,16,14,19.2,0.71,Sport,28.55,0,2.81,7.54,Coimbatore,Coimbatore,City,Medium,306.43,14.94,27,27.22,22.91,79.33,Sunny,49.3,Good,0,0,Monsoon,Good,0,108,27.39,76.0,38.0,46.59,10,171.67,Running,2025-09-29 20:10:41,20,Monday,0,9,3,1,15.61,35.58,0
EV_0012,DRV_009,TRIP_001357,Tata,Punch EV,2018,8,1300,40.0,350,95.0,127.0,182239.93,56.58,56.58,83.14,626.19,33.44,215,1,Slow AC,6.87,349.34,3.39,40.97,106.2,335.64,35.92,34.37,0.6,6,0,30.78,0.5,Normal,86.2,0,385.79,673.48,Hyderabad,Kochi,City,High,573.37,9.71,22,80.44,26.47,62.47,Cloudy,18.38,Good,0,0,Winter,Good,0,121,35.0,75.0,46.27,43.63,4,4.11,Running,2026-01-01 06:43:23,6,Thursday,0,1,1,0,17.46,151.68,0
EV_0003,DRV_010,TRIP_001358,MG,Comet EV,2019,7,815,17.3,230,41.42,41.42,107963.39,39.12,39.12,80.12,586.92,32.4,1470,1,DC Fast,231.35,4.49,7.64,38.51,85.12,161.96,31.69,26.79,3.17,5,6,14.45,0.75,Sport,71.49,0,452.46,1013.35,Bangalore,Coimbatore,City,Medium,1077.11,6.25,10,34.43,30.09,67.17,Sunny,22.72,Good,1,0,Monsoon,Good,0,77,37.71,78.5,42.22,36.54,0,194.75,Garage,2026-08-11 11:40:39,11,Tuesday,0,8,3,0,13.84,2.73,0
EV_0006,DRV_010,TRIP_001359,MG,Windsor EV,2021,5,1800,52.9,449,100.0,134.0,210530.9,59.96,59.96,81.97,552.0,31.47,2007,0,Slow AC,3.23,982.66,9.47,8.1,140.37,345.23,28.72,25.94,1.88,8,6,12.62,0.83,Normal,69.36,0,57.69,133.44,Bangalore,Delhi,City,Medium,1187.8,6.29,8,67.15,29.33,48.83,Sunny,54.54,Good,0,0,Winter,Good,0,101,39.73,78.0,48.25,40.85,9,171.88,Running,2025-12-23 00:52:29,0,Tuesday,0,12,4,1,19.26,393.46,0
EV_0019,DRV_007,TRIP_001360,MG,ZS EV,2019,7,1540,50.3,461,129.0,174.33,102459.07,71.42,71.42,75.23,348.95,43.3,2543,0,Fast AC,19.91,151.58,11.72,10.95,170.89,346.8,50.61,43.39,5.47,3,4,15.74,0.77,Eco,71.59,0,64.06,88.58,Hyderabad,Coimbatore,Mixed,Medium,930.07,8.87,3,32.33,37.98,35.95,Rainy,12.16,Wet,1,0,Summer,Good,0,325,33.68,81.5,53.84,46.47,0,24.31,Garage,2026-04-27 03:00:32,3,Monday,0,4,2,1,14.32,43.32,0
EV_0005,DRV_002,TRIP_001361,Mahindra,BE 6,2024,2,1950,59.0,683,170.0,228.0,3780.9,8.69,8.69,88.16,586.81,35.68,1961,1,Slow AC,5.04,702.38,1.28,7.39,225.1,47.46,115.72,93.93,2.69,4,1,16.56,0.42,Sport,82.43,1,32.82,20.96,Bangalore,Coimbatore,Highway,Medium,2137.67,8.57,0,62.96,28.11,73.46,Cloudy,7.33,Good,0,0,Monsoon,Good,0,345,28.91,90.0,43.87,45.48,9,168.78,Garage,2025-08-01 05:43:51,5,Friday,0,8,3,1,13.21,641.34,0
EV_0004,DRV_007,TRIP_001362,Tata,Curvv EV,2018,8,1500,55.0,502,123.0,165.0,229318.11,55.91,55.91,81.82,351.59,36.47,545,0,Slow AC,5.19,635.84,4.18,18.36,185.71,272.04,97.95,92.69,5.26,19,1,8.74,0.31,Sport,44.72,1,98.88,64.01,Mumbai,Mumbai,Highway,Medium,1130.98,1.74,3,3.85,26.57,70.69,Sunny,8.9,Good,0,0,Winter,Warning,0,176,38.16,55.5,50.73,44.19,2,122.01,Running,2026-02-17 03:48:17,3,Tuesday,0,2,1,1,21.17,280.34,0
EV_0017,DRV_008,TRIP_001363,Mahindra,XEV 9S,2022,4,2150,79.0,679,210.0,282.0,2824.7,54.79,54.79,81.55,641.51,46.48,2392,1,Slow AC,5.21,909.79,14.48,1.12,215.08,311.35,57.37,47.36,7.78,6,13,7.96,0.29,Sport,45.16,0,5.2,6.59,Hyderabad,Chennai,Mixed,Medium,1670.88,3.52,3,60.21,39.43,54.71,Sunny,15.09,Good,1,0,Monsoon,Good,0,107,38.04,83.0,52.78,54.93,5,138.96,Running,2025-09-12 07:12:25,7,Friday,0,9,3,1,14.61,411.32,0
EV_0006,DRV_008,TRIP_001364,Tata,Curvv EV,2022,4,1500,55.0,502,123.0,165.0,192947.42,43.35,43.35,88.92,633.31,39.5,771,0,Slow AC,4.92,670.73,8.96,14.2,235.47,166.35,136.22,121.17,0.76,3,2,1.4,0.27,Sport,88.72,1,60.3,29.86,Bangalore,Mumbai,Highway,Low,2484.72,10.07,2,83.59,31.65,51.98,Rainy,35.65,Wet,1,0,Winter,Good,0,286,25.77,87.5,49.68,46.3,0,142.79,Running,2026-10-29 10:58:33,10,Thursday,0,10,4,1,7.89,379.97,0
